Year,Week,Date,Entity,Epi_Year,M,F,New_Cases_Week
2016,37,2016-09-12,Nayarit,2016,11.0,19.0,1.0
2016,37,2016-09-12,Nuevo León,2016,44.0,67.0,2.0
2016,37,2016-09-12,Oaxaca,2016,37.0,45.0,3.0
2016,37,2016-09-12,Puebla,2016,16.0,14.0,0.0
2016,37,2016-09-12,Querétaro,2016,5.0,13.0,0.0
2016,37,2016-09-12,Quintana Roo,2016,7.0,7.0,0.0
2016,37,2016-09-12,San Luis Potosí,2016,16.0,26.0,0.0
2016,37,2016-09-12,Sinaloa,2016,80.0,82.0,3.0
2016,37,2016-09-12,Sonora,2016,43.0,57.0,0.0
2016,37,2016-09-12,Tabasco,2016,8.0,12.0,0.0
2016,37,2016-09-12,Tamaulipas,2016,44.0,63.0,0.0
2016,37,2016-09-12,Tlaxcala,2016,5.0,9.0,0.0
2016,37,2016-09-12,Veracruz,2016,47.0,75.0,6.0
2016,37,2016-09-12,Yucatán,2016,16.0,27.0,1.0
2016,37,2016-09-12,Zacatecas,2016,9.0,5.0,0.0
2016,38,2016-09-19,Aguascalientes,2016,14.0,23.0,1.0
2016,38,2016-09-19,Baja California,2016,35.0,61.0,1.0
2016,38,2016-09-19,Baja California Sur,2016,9.0,8.0,0.0
2016,38,2016-09-19,Campeche,2016,10.0,11.0,1.0
2016,38,2016-09-19,Chiapas,2016,13.0,20.0,0.0
2016,38,2016-09-19,Chihuahua,2016,79.0,97.0,3.0
2016,38,2016-09-19,Ciudad de México,2016,45.0,90.0,1.0
2016,38,2016-09-19,Coahuila,2016,6.0,5.0,0.0
2016,38,2016-09-19,Colima,2016,6.0,7.0,0.0
2016,38,2016-09-19,Durango,2016,10.0,23.0,0.0
2016,38,2016-09-19,Guanajuato,2016,22.0,32.0,0.0
2016,38,2016-09-19,Guerrero,2016,21.0,25.0,2.0
2016,38,2016-09-19,Hidalgo,2016,7.0,16.0,0.0
2016,38,2016-09-19,Jalisco,2016,62.0,103.0,5.0
2016,38,2016-09-19,Michoacán,2016,18.0,15.0,1.0
2016,38,2016-09-19,Morelos,2016,23.0,21.0,3.0
2016,38,2016-09-19,México,2016,36.0,56.0,2.0
2016,38,2016-09-19,Nayarit,2016,12.0,21.0,3.0
2016,38,2016-09-19,Nuevo León,2016,44.0,68.0,1.0
2016,38,2016-09-19,Oaxaca,2016,39.0,49.0,6.0
2016,38,2016-09-19,Puebla,2016,16.0,14.0,0.0
2016,38,2016-09-19,Querétaro,2016,5.0,13.0,0.0
2016,38,2016-09-19,Quintana Roo,2016,7.0,7.0,0.0
2016,38,2016-09-19,San Luis Potosí,2016,18.0,31.0,7.0
2016,38,2016-09-19,Sinaloa,2016,81.0,82.0,1.0
2016,38,2016-09-19,Sonora,2016,44.0,57.0,1.0
2016,38,2016-09-19,Tabasco,2016,9.0,12.0,1.0
2016,38,2016-09-19,Tamaulipas,2016,44.0,64.0,1.0
2016,38,2016-09-19,Tlaxcala,2016,5.0,9.0,0.0
2016,38,2016-09-19,Veracruz,2016,49.0,75.0,2.0
2016,38,2016-09-19,Yucatán,2016,16.0,28.0,1.0
2016,38,2016-09-19,Zacatecas,2016,9.0,5.0,0.0
2016,39,2016-09-26,Aguascalientes,2016,14.0,23.0,0.0
2016,39,2016-09-26,Baja California,2016,37.0,62.0,3.0
2016,39,2016-09-26,Baja California Sur,2016,9.0,8.0,0.0
2016,39,2016-09-26,Campeche,2016,10.0,11.0,0.0
2016,39,2016-09-26,Chiapas,2016,13.0,20.0,0.0
2016,39,2016-09-26,Chihuahua,2016,80.0,98.0,2.0
2016,39,2016-09-26,Ciudad de México,2016,48.0,93.0,6.0
2016,39,2016-09-26,Coahuila,2016,6.0,5.0,0.0
2016,39,2016-09-26,Colima,2016,6.0,8.0,1.0
2016,39,2016-09-26,Durango,2016,10.0,24.0,1.0
2016,39,2016-09-26,Guanajuato,2016,23.0,32.0,1.0
2016,39,2016-09-26,Guerrero,2016,21.0,27.0,2.0
2016,39,2016-09-26,Hidalgo,2016,7.0,18.0,2.0
2016,39,2016-09-26,Jalisco,2016,64.0,106.0,5.0
2016,39,2016-09-26,Michoacán,2016,18.0,17.0,2.0
2016,39,2016-09-26,Morelos,2016,23.0,21.0,0.0
2016,39,2016-09-26,México,2016,36.0,57.0,1.0
2016,39,2016-09-26,Nayarit,2016,12.0,22.0,1.0
2016,39,2016-09-26,Nuevo León,2016,46.0,73.0,7.0
2016,39,2016-09-26,Oaxaca,2016,41.0,52.0,5.0
2016,39,2016-09-26,Puebla,2016,16.0,16.0,0.0
2016,39,2016-09-26,Querétaro,2016,5.0,13.0,0.0
2016,39,2016-09-26,Quintana Roo,2016,8.0,7.0,1.0
2016,39,2016-09-26,San Luis Potosí,2016,18.0,31.0,0.0
2016,39,2016-09-26,Sinaloa,2016,81.0,87.0,5.0
2016,39,2016-09-26,Sonora,2016,47.0,61.0,7.0
2016,39,2016-09-26,Tabasco,2016,10.0,12.0,1.0
2016,39,2016-09-26,Tamaulipas,2016,44.0,64.0,0.0
2016,39,2016-09-26,Tlaxcala,2016,5.0,9.0,0.0
2016,39,2016-09-26,Veracruz,2016,50.0,77.0,3.0
2016,39,2016-09-26,Yucatán,2016,17.0,30.0,3.0
2016,39,2016-09-26,Zacatecas,2016,10.0,6.0,2.0
2016,40,2016-10-03,Aguascalientes,2016,14.0,23.0,0.0
2016,40,2016-10-03,Baja California,2016,38.0,63.0,2.0
2016,40,2016-10-03,Baja California Sur,2016,9.0,8.0,0.0
2016,40,2016-10-03,Campeche,2016,10.0,11.0,0.0
2016,40,2016-10-03,Chiapas,2016,13.0,20.0,0.0
2016,40,2016-10-03,Chihuahua,2016,80.0,103.0,5.0
2016,40,2016-10-03,Ciudad de México,2016,48.0,95.0,2.0
2016,40,2016-10-03,Coahuila,2016,6.0,5.0,0.0
2016,40,2016-10-03,Colima,2016,6.0,8.0,0.0
2016,40,2016-10-03,Durango,2016,10.0,25.0,1.0
2016,40,2016-10-03,Guanajuato,2016,24.0,32.0,1.0
2016,40,2016-10-03,Guerrero,2016,21.0,27.0,0.0
2016,40,2016-10-03,Hidalgo,2016,8.0,18.0,1.0
2016,40,2016-10-03,Jalisco,2016,65.0,108.0,3.0
2016,40,2016-10-03,Michoacán,2016,18.0,22.0,5.0
2016,40,2016-10-03,Morelos,2016,23.0,22.0,1.0
2016,40,2016-10-03,México,2016,36.0,59.0,2.0
2016,40,2016-10-03,Nayarit,2016,14.0,24.0,4.0
2016,40,2016-10-03,Nuevo León,2016,50.0,75.0,6.0
2016,40,2016-10-03,Oaxaca,2016,43.0,52.0,2.0
2016,40,2016-10-03,Puebla,2016,17.0,17.0,1.0
2016,40,2016-10-03,Querétaro,2016,6.0,13.0,1.0
2016,40,2016-10-03,Quintana Roo,2016,8.0,7.0,0.0
2016,40,2016-10-03,San Luis Potosí,2016,18.0,31.0,0.0
2016,40,2016-10-03,Sinaloa,2016,83.0,89.0,4.0
2016,40,2016-10-03,Sonora,2016,48.0,65.0,5.0
2016,40,2016-10-03,Tabasco,2016,10.0,13.0,1.0
2016,40,2016-10-03,Tamaulipas,2016,46.0,67.0,5.0
2016,40,2016-10-03,Tlaxcala,2016,5.0,9.0,0.0
2016,40,2016-10-03,Veracruz,2016,51.0,80.0,4.0
2016,40,2016-10-03,Yucatán,2016,17.0,30.0,0.0
2016,40,2016-10-03,Zacatecas,2016,10.0,6.0,0.0
2016,41,2016-10-10,Aguascalientes,2016,14.0,24.0,1.0
2016,41,2016-10-10,Baja California,2016,40.0,64.0,3.0
2016,41,2016-10-10,Baja California Sur,2016,9.0,8.0,0.0
2016,41,2016-10-10,Campeche,2016,10.0,11.0,0.0
2016,41,2016-10-10,Chiapas,2016,14.0,21.0,2.0
2016,41,2016-10-10,Chihuahua,2016,82.0,104.0,3.0
2016,41,2016-10-10,Ciudad de México,2016,48.0,96.0,1.0
2016,41,2016-10-10,Coahuila,2016,6.0,5.0,0.0
2016,41,2016-10-10,Colima,2016,6.0,8.0,0.0
2016,41,2016-10-10,Durango,2016,11.0,25.0,1.0
2016,41,2016-10-10,Guanajuato,2016,24.0,34.0,2.0
2016,41,2016-10-10,Guerrero,2016,21.0,28.0,1.0
2016,41,2016-10-10,Hidalgo,2016,8.0,18.0,0.0
2016,41,2016-10-10,Jalisco,2016,68.0,111.0,6.0
2016,41,2016-10-10,Michoacán,2016,18.0,24.0,2.0
2016,41,2016-10-10,Morelos,2016,24.0,23.0,2.0
2016,41,2016-10-10,México,2016,39.0,62.0,6.0
2016,41,2016-10-10,Nayarit,2016,15.0,27.0,4.0
2016,41,2016-10-10,Nuevo León,2016,50.0,75.0,0.0
2016,41,2016-10-10,Oaxaca,2016,43.0,52.0,0.0
2016,41,2016-10-10,Puebla,2016,18.0,17.0,1.0
2016,41,2016-10-10,Querétaro,2016,7.0,14.0,2.0
2016,41,2016-10-10,Quintana Roo,2016,8.0,7.0,0.0
2016,41,2016-10-10,San Luis Potosí,2016,20.0,32.0,3.0
2016,41,2016-10-10,Sinaloa,2016,84.0,90.0,2.0
2016,41,2016-10-10,Sonora,2016,48.0,65.0,0.0
2016,41,2016-10-10,Tabasco,2016,10.0,14.0,1.0
2016,41,2016-10-10,Tamaulipas,2016,50.0,68.0,5.0
2016,41,2016-10-10,Tlaxcala,2016,5.0,10.0,1.0
2016,41,2016-10-10,Veracruz,2016,53.0,82.0,4.0
2016,41,2016-10-10,Yucatán,2016,17.0,30.0,0.0
2016,41,2016-10-10,Zacatecas,2016,10.0,6.0,0.0
2016,42,2016-10-17,Aguascalientes,2016,14.0,24.0,0.0
2016,42,2016-10-17,Baja California,2016,40.0,69.0,5.0
2016,42,2016-10-17,Baja California Sur,2016,9.0,8.0,0.0
2016,42,2016-10-17,Campeche,2016,10.0,11.0,0.0
2016,42,2016-10-17,Chiapas,2016,14.0,23.0,2.0
2016,42,2016-10-17,Chihuahua,2016,84.0,106.0,4.0
2016,42,2016-10-17,Ciudad de México,2016,49.0,99.0,4.0
2016,42,2016-10-17,Coahuila,2016,6.0,6.0,1.0
2016,42,2016-10-17,Colima,2016,6.0,8.0,0.0
2016,42,2016-10-17,Durango,2016,11.0,25.0,0.0
2016,42,2016-10-17,Guanajuato,2016,25.0,35.0,2.0
2016,42,2016-10-17,Guerrero,2016,21.0,28.0,0.0
2016,42,2016-10-17,Hidalgo,2016,9.0,19.0,2.0
2016,42,2016-10-17,Jalisco,2016,69.0,113.0,3.0
2016,42,2016-10-17,Michoacán,2016,21.0,24.0,3.0
2016,42,2016-10-17,Morelos,2016,24.0,24.0,1.0
2016,42,2016-10-17,México,2016,39.0,65.0,3.0
2016,42,2016-10-17,Nayarit,2016,17.0,27.0,2.0
2016,42,2016-10-17,Nuevo León,2016,50.0,77.0,2.0
2016,42,2016-10-17,Oaxaca,2016,46.0,54.0,5.0
2016,42,2016-10-17,Puebla,2016,19.0,17.0,1.0
2016,42,2016-10-17,Querétaro,2016,8.0,14.0,1.0
2016,42,2016-10-17,Quintana Roo,2016,8.0,7.0,0.0
2016,42,2016-10-17,San Luis Potosí,2016,21.0,33.0,2.0
2016,42,2016-10-17,Sinaloa,2016,85.0,91.0,2.0
2016,42,2016-10-17,Sonora,2016,49.0,65.0,1.0
2016,42,2016-10-17,Tabasco,2016,10.0,14.0,0.0
2016,42,2016-10-17,Tamaulipas,2016,50.0,68.0,0.0
2016,42,2016-10-17,Tlaxcala,2016,5.0,11.0,1.0
2016,42,2016-10-17,Veracruz,2016,56.0,83.0,4.0
2016,42,2016-10-17,Yucatán,2016,17.0,30.0,0.0
2016,42,2016-10-17,Zacatecas,2016,10.0,6.0,0.0
2016,43,2016-10-24,Aguascalientes,2016,14.0,24.0,0.0
2016,43,2016-10-24,Baja California,2016,41.0,70.0,2.0
2016,43,2016-10-24,Baja California Sur,2016,9.0,8.0,0.0
2016,43,2016-10-24,Campeche,2016,10.0,11.0,0.0
2016,43,2016-10-24,Chiapas,2016,16.0,23.0,2.0
2016,43,2016-10-24,Chihuahua,2016,85.0,108.0,3.0
2016,43,2016-10-24,Ciudad de México,2016,50.0,101.0,3.0
2016,43,2016-10-24,Coahuila,2016,6.0,6.0,0.0
2016,43,2016-10-24,Colima,2016,6.0,8.0,0.0
2016,43,2016-10-24,Durango,2016,12.0,25.0,1.0
2016,43,2016-10-24,Guanajuato,2016,27.0,36.0,3.0
2016,43,2016-10-24,Guerrero,2016,21.0,28.0,0.0
2016,43,2016-10-24,Hidalgo,2016,10.0,19.0,1.0
2016,43,2016-10-24,Jalisco,2016,70.0,114.0,2.0
2016,43,2016-10-24,Michoacán,2016,22.0,25.0,2.0
2016,43,2016-10-24,Morelos,2016,24.0,26.0,2.0
2016,43,2016-10-24,México,2016,39.0,69.0,4.0
2016,43,2016-10-24,Nayarit,2016,17.0,29.0,2.0
2016,43,2016-10-24,Nuevo León,2016,52.0,79.0,4.0
2016,43,2016-10-24,Oaxaca,2016,47.0,55.0,2.0
2016,43,2016-10-24,Puebla,2016,19.0,17.0,0.0
2016,43,2016-10-24,Querétaro,2016,8.0,15.0,1.0
2016,43,2016-10-24,Quintana Roo,2016,8.0,7.0,0.0
2016,43,2016-10-24,San Luis Potosí,2016,23.0,36.0,5.0
2016,43,2016-10-24,Sinaloa,2016,85.0,94.0,3.0
2016,43,2016-10-24,Sonora,2016,50.0,66.0,2.0
2016,43,2016-10-24,Tabasco,2016,11.0,14.0,1.0
2016,43,2016-10-24,Tamaulipas,2016,52.0,70.0,4.0
2016,43,2016-10-24,Tlaxcala,2016,5.0,11.0,0.0
2016,43,2016-10-24,Veracruz,2016,56.0,89.0,6.0
2016,43,2016-10-24,Yucatán,2016,18.0,31.0,2.0
2016,43,2016-10-24,Zacatecas,2016,10.0,6.0,0.0
2016,44,2016-10-31,Aguascalientes,2016,14.0,24.0,0.0
2016,44,2016-10-31,Baja California,2016,43.0,72.0,4.0
2016,44,2016-10-31,Baja California Sur,2016,9.0,8.0,0.0
2016,44,2016-10-31,Campeche,2016,10.0,11.0,0.0
2016,44,2016-10-31,Chiapas,2016,17.0,23.0,1.0
2016,44,2016-10-31,Chihuahua,2016,86.0,111.0,4.0
2016,44,2016-10-31,Ciudad de México,2016,52.0,103.0,4.0
2016,44,2016-10-31,Coahuila,2016,7.0,6.0,1.0
2016,44,2016-10-31,Colima,2016,6.0,8.0,0.0
2016,44,2016-10-31,Durango,2016,12.0,26.0,1.0
2016,44,2016-10-31,Guanajuato,2016,27.0,37.0,1.0
2016,44,2016-10-31,Guerrero,2016,21.0,29.0,1.0
2016,44,2016-10-31,Hidalgo,2016,11.0,20.0,2.0
2016,44,2016-10-31,Jalisco,2016,73.0,117.0,6.0
2016,44,2016-10-31,Michoacán,2016,23.0,25.0,1.0
2016,44,2016-10-31,Morelos,2016,23.0,28.0,1.0
2016,44,2016-10-31,México,2016,39.0,69.0,0.0
2016,44,2016-10-31,Nayarit,2016,17.0,29.0,0.0
2016,44,2016-10-31,Nuevo León,2016,52.0,80.0,1.0
2016,44,2016-10-31,Oaxaca,2016,47.0,58.0,3.0
2016,44,2016-10-31,Puebla,2016,19.0,17.0,0.0
2016,44,2016-10-31,Querétaro,2016,8.0,15.0,0.0
2016,44,2016-10-31,Quintana Roo,2016,8.0,8.0,1.0
2016,44,2016-10-31,San Luis Potosí,2016,23.0,36.0,0.0
2016,44,2016-10-31,Sinaloa,2016,85.0,96.0,2.0
2016,44,2016-10-31,Sonora,2016,51.0,69.0,4.0
2016,44,2016-10-31,Tabasco,2016,11.0,14.0,0.0
2016,44,2016-10-31,Tamaulipas,2016,54.0,72.0,4.0
2016,44,2016-10-31,Tlaxcala,2016,5.0,11.0,0.0
2016,44,2016-10-31,Veracruz,2016,57.0,90.0,2.0
2016,44,2016-10-31,Yucatán,2016,18.0,32.0,1.0
2016,44,2016-10-31,Zacatecas,2016,10.0,6.0,0.0
2016,45,2016-11-07,Aguascalientes,2016,15.0,27.0,2.0
2016,45,2016-11-07,Baja California,2016,45.0,75.0,5.0
2016,45,2016-11-07,Baja California Sur,2016,9.0,8.0,0.0
2016,45,2016-11-07,Campeche,2016,10.0,11.0,0.0
2016,45,2016-11-07,Chiapas,2016,17.0,23.0,0.0
2016,45,2016-11-07,Chihuahua,2016,87.0,113.0,3.0
2016,45,2016-11-07,Ciudad de México,2016,53.0,103.0,1.0
2016,45,2016-11-07,Coahuila,2016,7.0,6.0,0.0
2016,45,2016-11-07,Colima,2016,6.0,8.0,0.0
2016,45,2016-11-07,Durango,2016,12.0,27.0,1.0
2016,45,2016-11-07,Guanajuato,2016,27.0,38.0,1.0
2016,45,2016-11-07,Guerrero,2016,21.0,32.0,3.0
2016,45,2016-11-07,Hidalgo,2016,11.0,20.0,0.0
2016,45,2016-11-07,Jalisco,2016,76.0,120.0,6.0
2016,45,2016-11-07,Michoacán,2016,24.0,25.0,1.0
2016,45,2016-11-07,Morelos,2016,23.0,28.0,0.0
2016,45,2016-11-07,México,2016,39.0,68.0,1.0
2016,45,2016-11-07,Nayarit,2016,17.0,30.0,1.0
2016,45,2016-11-07,Nuevo León,2016,53.0,82.0,3.0
2016,45,2016-11-07,Oaxaca,2016,48.0,59.0,2.0
2016,45,2016-11-07,Puebla,2016,19.0,18.0,1.0
2016,45,2016-11-07,Querétaro,2016,8.0,15.0,0.0
2016,45,2016-11-07,Quintana Roo,2016,8.0,8.0,0.0
2016,45,2016-11-07,San Luis Potosí,2016,23.0,36.0,0.0
2016,45,2016-11-07,Sinaloa,2016,88.0,97.0,4.0
2016,45,2016-11-07,Sonora,2016,52.0,72.0,4.0
2016,45,2016-11-07,Tabasco,2016,11.0,15.0,1.0
2016,45,2016-11-07,Tamaulipas,2016,58.0,76.0,8.0
2016,45,2016-11-07,Tlaxcala,2016,5.0,11.0,0.0
2016,45,2016-11-07,Veracruz,2016,59.0,90.0,2.0
2016,45,2016-11-07,Yucatán,2016,18.0,32.0,0.0
2016,45,2016-11-07,Zacatecas,2016,10.0,6.0,0.0
2016,46,2016-11-14,Aguascalientes,2016,15.0,28.0,1.0
2016,46,2016-11-14,Baja California,2016,49.0,79.0,8.0
2016,46,2016-11-14,Baja California Sur,2016,9.0,8.0,0.0
2016,46,2016-11-14,Campeche,2016,10.0,11.0,0.0
2016,46,2016-11-14,Chiapas,2016,18.0,25.0,3.0
2016,46,2016-11-14,Chihuahua,2016,90.0,115.0,5.0
2016,46,2016-11-14,Ciudad de México,2016,57.0,103.0,4.0
2016,46,2016-11-14,Coahuila,2016,7.0,6.0,0.0
2016,46,2016-11-14,Colima,2016,6.0,8.0,0.0
2016,46,2016-11-14,Durango,2016,13.0,27.0,1.0
2016,46,2016-11-14,Guanajuato,2016,28.0,40.0,2.0
2016,46,2016-11-14,Guerrero,2016,21.0,33.0,1.0
2016,46,2016-11-14,Hidalgo,2016,11.0,20.0,0.0
2016,46,2016-11-14,Jalisco,2016,76.0,123.0,3.0
2016,46,2016-11-14,Michoacán,2016,26.0,28.0,5.0
2016,46,2016-11-14,Morelos,2016,23.0,28.0,0.0
2016,46,2016-11-14,México,2016,43.0,72.0,6.0
2016,46,2016-11-14,Nayarit,2016,17.0,30.0,0.0
2016,46,2016-11-14,Nuevo León,2016,54.0,85.0,4.0
2016,46,2016-11-14,Oaxaca,2016,51.0,60.0,4.0
2016,46,2016-11-14,Puebla,2016,19.0,18.0,0.0
2016,46,2016-11-14,Querétaro,2016,8.0,15.0,0.0
2016,46,2016-11-14,Quintana Roo,2016,9.0,8.0,1.0
2016,46,2016-11-14,San Luis Potosí,2016,23.0,36.0,0.0
2016,46,2016-11-14,Sinaloa,2016,90.0,100.0,5.0
2016,46,2016-11-14,Sonora,2016,52.0,73.0,1.0
2016,46,2016-11-14,Tabasco,2016,11.0,14.0,0.0
2016,46,2016-11-14,Tamaulipas,2016,60.0,77.0,3.0
2016,46,2016-11-14,Tlaxcala,2016,6.0,12.0,2.0
2016,46,2016-11-14,Veracruz,2016,60.0,92.0,3.0
2016,46,2016-11-14,Yucatán,2016,18.0,32.0,0.0
2016,46,2016-11-14,Zacatecas,2016,10.0,6.0,0.0
2016,47,2016-11-21,Aguascalientes,2016,16.0,29.0,2.0
2016,47,2016-11-21,Baja California,2016,50.0,82.0,4.0
2016,47,2016-11-21,Baja California Sur,2016,9.0,8.0,0.0
2016,47,2016-11-21,Campeche,2016,10.0,11.0,0.0
2016,47,2016-11-21,Chiapas,2016,18.0,25.0,0.0
2016,47,2016-11-21,Chihuahua,2016,91.0,118.0,4.0
2016,47,2016-11-21,Ciudad de México,2016,59.0,108.0,7.0
2016,47,2016-11-21,Coahuila,2016,7.0,6.0,0.0
2016,47,2016-11-21,Colima,2016,6.0,9.0,1.0
2016,47,2016-11-21,Durango,2016,13.0,27.0,0.0
2016,47,2016-11-21,Guanajuato,2016,28.0,40.0,0.0
2016,47,2016-11-21,Guerrero,2016,23.0,33.0,2.0
2016,47,2016-11-21,Hidalgo,2016,11.0,22.0,2.0
2016,47,2016-11-21,Jalisco,2016,80.0,126.0,7.0
2016,47,2016-11-21,Michoacán,2016,27.0,31.0,4.0
2016,47,2016-11-21,Morelos,2016,23.0,30.0,2.0
2016,47,2016-11-21,México,2016,43.0,73.0,1.0
2016,47,2016-11-21,Nayarit,2016,17.0,31.0,1.0
2016,47,2016-11-21,Nuevo León,2016,55.0,86.0,2.0
2016,47,2016-11-21,Oaxaca,2016,54.0,64.0,7.0
2016,47,2016-11-21,Puebla,2016,19.0,18.0,0.0
2016,47,2016-11-21,Querétaro,2016,11.0,17.0,5.0
2016,47,2016-11-21,Quintana Roo,2016,9.0,8.0,0.0
2016,47,2016-11-21,San Luis Potosí,2016,23.0,37.0,1.0
2016,47,2016-11-21,Sinaloa,2016,90.0,103.0,3.0
2016,47,2016-11-21,Sonora,2016,52.0,73.0,0.0
2016,47,2016-11-21,Tabasco,2016,12.0,14.0,1.0
2016,47,2016-11-21,Tamaulipas,2016,61.0,79.0,3.0
2016,47,2016-11-21,Tlaxcala,2016,6.0,12.0,0.0
2016,47,2016-11-21,Veracruz,2016,61.0,94.0,3.0
2016,47,2016-11-21,Yucatán,2016,18.0,34.0,2.0
2016,47,2016-11-21,Zacatecas,2016,10.0,6.0,0.0
2016,48,2016-11-28,Aguascalientes,2016,16.0,29.0,0.0
2016,48,2016-11-28,Baja California,2016,50.0,83.0,1.0
2016,48,2016-11-28,Baja California Sur,2016,9.0,8.0,0.0
2016,48,2016-11-28,Campeche,2016,10.0,11.0,0.0
2016,48,2016-11-28,Chiapas,2016,18.0,25.0,0.0
2016,48,2016-11-28,Chihuahua,2016,92.0,119.0,2.0
2016,48,2016-11-28,Ciudad de México,2016,60.0,110.0,3.0
2016,48,2016-11-28,Coahuila,2016,7.0,7.0,1.0
2016,48,2016-11-28,Colima,2016,6.0,9.0,0.0
2016,48,2016-11-28,Durango,2016,13.0,27.0,0.0
2016,48,2016-11-28,Guanajuato,2016,28.0,43.0,3.0
2016,48,2016-11-28,Guerrero,2016,25.0,35.0,4.0
2016,48,2016-11-28,Hidalgo,2016,11.0,22.0,0.0
2016,48,2016-11-28,Jalisco,2016,82.0,130.0,6.0
2016,48,2016-11-28,Michoacán,2016,27.0,31.0,0.0
2016,48,2016-11-28,Morelos,2016,23.0,31.0,1.0
2016,48,2016-11-28,México,2016,44.0,73.0,1.0
2016,48,2016-11-28,Nayarit,2016,17.0,31.0,0.0
2016,48,2016-11-28,Nuevo León,2016,56.0,87.0,2.0
2016,48,2016-11-28,Oaxaca,2016,58.0,67.0,7.0
2016,48,2016-11-28,Puebla,2016,20.0,19.0,2.0
2016,48,2016-11-28,Querétaro,2016,11.0,17.0,0.0
2016,48,2016-11-28,Quintana Roo,2016,9.0,8.0,0.0
2016,48,2016-11-28,San Luis Potosí,2016,23.0,37.0,0.0
2016,48,2016-11-28,Sinaloa,2016,92.0,105.0,4.0
2016,48,2016-11-28,Sonora,2016,54.0,73.0,2.0
2016,48,2016-11-28,Tabasco,2016,13.0,14.0,1.0
2016,48,2016-11-28,Tamaulipas,2016,61.0,81.0,2.0
2016,48,2016-11-28,Tlaxcala,2016,6.0,12.0,0.0
2016,48,2016-11-28,Veracruz,2016,62.0,97.0,4.0
2016,48,2016-11-28,Yucatán,2016,19.0,35.0,2.0
2016,48,2016-11-28,Zacatecas,2016,10.0,6.0,0.0
2016,49,2016-12-05,Aguascalientes,2016,16.0,29.0,0.0
2016,49,2016-12-05,Baja California,2016,53.0,83.0,3.0
2016,49,2016-12-05,Baja California Sur,2016,9.0,8.0,0.0
2016,49,2016-12-05,Campeche,2016,11.0,11.0,1.0
2016,49,2016-12-05,Chiapas,2016,18.0,26.0,1.0
2016,49,2016-12-05,Chihuahua,2016,95.0,123.0,7.0
2016,49,2016-12-05,Ciudad de México,2016,60.0,115.0,5.0
2016,49,2016-12-05,Coahuila,2016,8.0,8.0,2.0
2016,49,2016-12-05,Colima,2016,6.0,10.0,1.0
2016,49,2016-12-05,Durango,2016,13.0,27.0,0.0
2016,49,2016-12-05,Guanajuato,2016,28.0,43.0,0.0
2016,49,2016-12-05,Guerrero,2016,25.0,35.0,0.0
2016,49,2016-12-05,Hidalgo,2016,12.0,22.0,1.0
2016,49,2016-12-05,Jalisco,2016,83.0,135.0,6.0
2016,49,2016-12-05,Michoacán,2016,28.0,32.0,2.0
2016,49,2016-12-05,Morelos,2016,23.0,31.0,0.0
2016,49,2016-12-05,México,2016,44.0,77.0,4.0
2016,49,2016-12-05,Nayarit,2016,18.0,31.0,1.0
2016,49,2016-12-05,Nuevo León,2016,58.0,93.0,8.0
2016,49,2016-12-05,Oaxaca,2016,62.0,70.0,7.0
2016,49,2016-12-05,Puebla,2016,20.0,19.0,0.0
2016,49,2016-12-05,Querétaro,2016,11.0,17.0,0.0
2016,49,2016-12-05,Quintana Roo,2016,10.0,8.0,1.0
2016,49,2016-12-05,San Luis Potosí,2016,25.0,38.0,1.0
2016,49,2016-12-05,Sinaloa,2016,93.0,107.0,3.0
2016,49,2016-12-05,Sonora,2016,54.0,74.0,1.0
2016,49,2016-12-05,Tabasco,2016,13.0,14.0,0.0
2016,49,2016-12-05,Tamaulipas,2016,63.0,83.0,4.0
2016,49,2016-12-05,Tlaxcala,2016,7.0,12.0,1.0
2016,49,2016-12-05,Veracruz,2016,63.0,98.0,2.0
2016,49,2016-12-05,Yucatán,2016,19.0,35.0,0.0
2016,49,2016-12-05,Zacatecas,2016,10.0,6.0,0.0
2016,50,2016-12-12,Aguascalientes,2016,17.0,30.0,2.0
2016,50,2016-12-12,Baja California,2016,53.0,84.0,1.0
2016,50,2016-12-12,Baja California Sur,2016,9.0,8.0,0.0
2016,50,2016-12-12,Campeche,2016,11.0,11.0,0.0
2016,50,2016-12-12,Chiapas,2016,18.0,27.0,1.0
2016,50,2016-12-12,Chihuahua,2016,96.0,125.0,3.0
2016,50,2016-12-12,Ciudad de México,2016,60.0,116.0,1.0
2016,50,2016-12-12,Coahuila,2016,8.0,8.0,0.0
2016,50,2016-12-12,Colima,2016,6.0,11.0,1.0
2016,50,2016-12-12,Durango,2016,13.0,28.0,1.0
2016,50,2016-12-12,Guanajuato,2016,28.0,45.0,2.0
2016,50,2016-12-12,Guerrero,2016,25.0,36.0,0.0
2016,50,2016-12-12,Hidalgo,2016,13.0,24.0,3.0
2016,50,2016-12-12,Jalisco,2016,85.0,137.0,4.0
2016,50,2016-12-12,Michoacán,2016,29.0,32.0,1.0
2016,50,2016-12-12,Morelos,2016,23.0,31.0,0.0
2016,50,2016-12-12,México,2016,45.0,78.0,2.0
2016,50,2016-12-12,Nayarit,2016,19.0,32.0,2.0
2016,50,2016-12-12,Nuevo León,2016,60.0,93.0,2.0
2016,50,2016-12-12,Oaxaca,2016,64.0,71.0,3.0
